popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0.171378,3752316.162340903,4641089.515847268,Juste une question d'amour,Cyrille Thouvenin|StÃ©phan GuÃ©rin-TilliÃ©|Caroline Veyt|Eva Darlan|DaniÃ¨le Denie,Christian Faure,gay|love at first sight|lovesickness|homophobia|gay kiss,88,Drama|Romance,unknown,13,7.5,2000
0.170017,10000000.0,4641089.515847268,Cecil B. Demented,Melanie Griffith|Stephen Dorff|Alicia Witt|Adrian Grenier|Lawrence Gilliard Jr.,John Waters,heroin|blindfold|bong|perversion|burned alive,87,Thriller|Comedy|Crime,Canal+|Artic Productions LLC|Polar Entertainment Corporation,24,5.6,2000
0.168696,3752316.162340903,4641089.515847268,Jet Set,Samuel Le Bihan|Lambert Wilson|Bruno Solo|Estelle Larrivaz|LorÃ nt Deutsch,Fabien Onteniente,unknown,105,Comedy,unknown,16,3.9,2000
0.167002,3752316.162340903,4641089.515847268,Nico and Dani,Fernando Ramallo|Jordi Vilches|Marieta Orozco|Esther Nubiola|Chisco Amado,Cesc Gay,gay|sea|coming out|first time|best friend,91,Drama|Comedy|Romance,unknown,14,4.8,2000
0.231003,12000000.0,4641089.515847268,Dr. T and the Women,Richard Gere|Helen Hunt|Liv Tyler|Kate Hudson|Farrah Fawcett,Robert Altman,private life|ladies' man|doctor|gynecologist|charm,121,Comedy|Drama|Romance,Artisan Entertainment|Sandcastle 5 Productions,43,4.4,2000
0.162041,15000000.0,4641089.515847268,The Golden Bowl,Kate Beckinsale|James Fox|Anjelica Huston|Nick Nolte|Jeremy Northam,James Ivory,unknown,130,Drama|Foreign|Romance,Merchant Ivory Productions|TF1 International,13,5.8,2000
0.157574,3752316.162340903,4641089.515847268,The Man Who Cried,Christina Ricci|Johnny Depp|Cate Blanchett|John Turturro|Harry Dean Stanton,Sally Potter,dancing|france|usa|england|gypsy,96,Drama|Music|Romance|War,unknown,23,5.5,2000
0.156927999999999,3752316.162340903,4641089.515847268,The Dish,Sam Neill|Patrick Warburton|Kevin Harrington|Tom Long|Eliza Szonert,Rob Sitch,nasa|australia|moon landing|independent film|moon walk,101,History|Comedy|Drama,Distant Horizons|Working Dog,26,6.2,2000
0.155496,3752316.162340903,151559.0,About Adam,Kate Hudson|Frances O'Connor|Tommy Tiernan|Stuart Townsend|Cathleen Bradley,Gerard Stembridge,sex|waitress|sister sister relationship|infidelity|virgin,105,Comedy|Romance,BÃ³rd ScannÃ¡n na hÃ‰ireann|British Broadcasting Corporation (BBC)|Venus Productions,22,5.1,2000
0.151713,3752316.162340903,4641089.515847268,The Filth and the Fury,John Lydon|Steve Jones|Paul Cook|Glen Matlock|Sid Vicious,Julien Temple,biography|sex pistols|punk rock|rock music|retrospective,108,Documentary|Music,Film4|Nitrate Film,12,7.0,2000
0.150887,3752316.162340903,4641089.515847268,Cherry Falls,Brittany Murphy|Jay Mohr|Michael Biehn|Jesse Bradford|Candy Clark,Geoffrey Wright,rape|sex|small town|virgin|psychopath,92,Mystery|Horror|Thriller,Rogue Pictures|Industry Entertainment|Fresh Produce Company,26,4.3,2000
0.149716,3752316.162340903,4641089.515847268,"Love, Honour and Obey",Jonny Lee Miller|Jude Law|Ray Winstone|Sean Pertwee|Rhys Ifans,Dominic Anciano|Ray Burdis,london|gang war|ambition|organized crime|gang,103,Action|Comedy|Thriller|Crime,unknown,10,6.4,2000
0.130962,3752316.162340903,4641089.515847268,Le goÃ»t des autres,Jean-Pierre Bacri|Alain Chabat|Anne Alvaro|AgnÃ¨s Jaoui|Christiane Millet,AgnÃ¨s Jaoui,infidelity|cheating|staging|lover|theatre play,112,Drama|Comedy|Romance,France 2 CinÃ©ma|Canal+|Les Films A4,26,6.4,2000
0.078569,3752316.162340903,4641089.515847268,Jalla! Jalla!,Fares Fares|Torkel Petersson|Tuva Novotny|Laleh Pourkarim|Sofi AhlstrÃ¶m Helleday,Josef Fares,parents kids relationship|sweden|wedding vows|salesclerk|immigrant,88,Comedy|Drama,Memfis Film|Film i VÃ¤st|Dramatiska Institutet|TV1000 AB,10,6.1,2000
0.152249,3752316.162340903,4641089.515847268,Essex Boys,Sean Bean|Tom Wilkinson|Alex Kingston|Billy Murray|Charlie Creed-Miles,Terry Winsor,drug dealer|police|murder|independent film|essex,102,Action|Crime|Foreign|Thriller,Granada Film Productions,13,5.5,2000
0.266997,3752316.162340903,4641089.515847268,Here On Earth,Leelee Sobieski|Chris Klein|Josh Hartnett|Michael Rooker|Annie Corley,Mark Piznarski,car race|private school|diner,96,Drama|Romance|Family,20th Century Fox,27,6.1,2000
0.146148,4000000.0,4641089.515847268,Timecode,Xander Berkeley|Golden Brooks|Saffron Burrows|Viveka Davis|Richard Edson,Mike Figgis,sexuality|jealousy|manipulation|independent film|drug,97,Drama,Screen Gems|Red Mullet Productions,11,5.5,2000
0.136160999999999,3752316.162340903,4641089.515847268,Snow Day,Chevy Chase|Chris Elliott|Jean Smart|Iggy Pop|Pam Grier,Chris Koch,unknown,89,Comedy|Family,Paramount Pictures|Nickelodeon Movies,20,4.6,2000
0.378034,7000000.0,4641089.515847268,My Dog Skip,Frankie Muniz|Diane Lane|Kevin Bacon|Luke Wilson|Chaon Cross,Jay Russell,mississippi|childhood memory|dog,95,Comedy|Drama|Family,Alcon Entertainment|Warner Bros.,30,6.1,2000
0.134513,5000000.0,4641089.515847268,Bruiser,Jason Flemyng|Peter Stormare|Leslie Hope|Nina Garbiras|Andrew Tarbet,George A. Romero,unknown,99,Horror|Thriller,Studio Canal|Barenholtz Production,12,5.0,2000
0.13287,3752316.162340903,4641089.515847268,Quints,Kimberly J. Brown|Daniel Roebuck,Bill Corcoran,baby|young teens|quintuplets,83,Drama|Family|Comedy|TV Movie,Disney Channel,11,5.1,2000
0.130377,3752316.162340903,4641089.515847268,The Up in Smoke Tour,Ice Cube|Eminem|Dr. Dre|Snoop Dogg|Nate Dogg,Philip G. Atwell,unknown,119,Documentary|Music,Eagle Rock Entertainment,12,7.5,2000
0.188943,3752316.162340903,4641089.515847268,Life-Size,Lindsay Lohan|Jere Burns|Anne Marie DeLuise|Garwin Sanford|Tom Butler,Mark Rosman,sorcery|spell|single father|doll|american football player,101,Comedy|Family|Fantasy,Walt Disney Television|Pacific Motion Pictures,60,5.2,2000
0.402275,3752316.162340903,4641089.515847268,Leprechaun in the Hood,Warwick Davis|Ice-T|Coolio|Anthony Montgomery|Rashaan Nall,Rob Spera,leprechaun,90,Horror,Trimark Pictures,11,4.6,2000
0.128892,3752316.162340903,4641089.515847268,Pollock,Ed Harris|Marcia Gay Harden|Tom Bower|Jennifer Connelly|Bud Cort,Ed Harris,artist|success|relationship problems|alcoholism|independent film,122,Drama|Romance,unknown,54,6.3,2000
0.124593,3752316.162340903,4641089.515847268,The Little Mermaid II: Return to the Sea,Jodi Benson|Samuel E. Wright|Tara Strong|Pat Carroll|Buddy Hackett,Jim Kammerud,dream|fairy tale|mermaid|underwater city,72,Animation,Walt Disney Pictures|Walt Disney Animation Australia|Walt Disney Animation Canada|Walt Disney Television Animation,193,6.0,2000
0.12392,22000000.0,13555988.0,The Little Vampire,Richard E. Grant|Jonathan Lipnicki|Jim Carter|Alice Krige|Pamela Gidley,Uli Edel,based on novel|independent film,95,Horror|Family|Foreign,New Line Cinema,42,6.4,2000
0.122405,3752316.162340903,4641089.515847268,John Henry,Alfre Woodard|Tim Hodge|Geoffrey Jones|Dave Murray,Mark Henn,legend|character name in title|disney short|animated short|tall tale,10,Family|Animation|Music|Drama,Walt Disney Pictures,11,7.5,2000
0.119214,8000000.0,8279017.0,Shadow of the Vampire,John Malkovich|Willem Dafoe|Udo Kier|Cary Elwes|Catherine McCormack,E. Elias Merhige,film director|dracula|Â nosferatu,92,Drama|Horror,Saturn Films,55,5.9,2000
0.111405,3752316.162340903,4641089.515847268,Left Behind,Kirk Cameron|Brad Johnson|Janaya Stephens|Gordon Currie|Clarence Gilyard Jr.,Vic Sarin,the rapture|christian film,96,Drama|Fantasy|Science Fiction|Thriller,Cloud Ten Pictures,25,4.4,2000
0.110294,3752316.162340903,4641089.515847268,Paradise Lost 2: Revelations,Kathy Bakken|Steven Branch|Christopher Byers|John Mark Byers|Melissa Byers,Joe Berlinger|Bruce Sinofsky,child murder|west memphis arkansas|mistake of law,130,Documentary,Creative Thinking International Ltd.,15,6.7,2000
0.141201,3752316.162340903,4641089.515847268,Scooby-Doo and the Alien Invaders,Scott Innes|Mary Kay Bergman|Frank Welker|B. J. Ward|Jeff Bennett,Jim Stenstrum,unknown,74,Animation|Family,unknown,28,6.1,2000
0.317299,3752316.162340903,4641089.515847268,Tillsammans,Lisa Lindgren|Michael Nyqvist|Emma Samuelsson|Sam Kessel|Gustaf Hammarsten,Lukas Moodysson,hippie|sweden|1970s|roommate|ideology,106,Drama|Comedy|Romance,Nordisk Film|Memfis Film|Key Films,27,5.9,2000
0.091492,7000000.0,3728888.0,The Big Kahuna,Kevin Spacey|Danny DeVito|Peter Facinelli|Paul Dawson|Christopher Donahue,John Swanbeck,religion and supernatural|independent film|lubricant|salesman,90,Comedy|Drama,Franchise Pictures|Trigger Street Productions,37,6.5,2000
0.090689,3752316.162340903,4641089.515847268,You Can Count on Me,Laura Linney|Mark Ruffalo|Matthew Broderick|Jon Tenney|Rory Culkin,Kenneth Lonergan,independent film,111,Drama|Romance,Cappa Productions|Hart-Sharp Entertainment|Crush Entertainment,31,6.1,2000
0.316973,3752316.162340903,4641089.515847268,Gangster No. 1,David Thewlis|Jamie Foreman|Paul Bettany|Malcolm McDowell|Saffron Burrows,Paul McGuigan,prison|repayment|gangster boss|forgiveness|gangster,103,Action|Drama|Thriller,Filmboard Berlin-Brandenburg (FBB)|Pagoda Film|Film4|Little Bird|NFH Productions,22,5.8,2000
0.081402,3752316.162340903,4641089.515847268,The Audrey Hepburn Story,Jennifer Love Hewitt|Frances Fisher|Eric McCormack|Emmy Rossum|Keir Dullea,Steven Robman,biography|hollywood|tv movie|actress,133,Drama,Robert Greenwald Productions|Endemol Entertainment,10,5.3,2000
0.078959,3752316.162340903,4641089.515847268,Chlopaki nie placza,Cezary Pazura|Maciej Stuhr|MichaÅ‚ Milowicz|Bohdan Åazuka,Olaf Lubaszenko,unknown,90,Comedy,Agencja Produkcji Filmowej|Canal+ Polska|Best Film,12,7.3,2000
0.066233,1500000.0,4641089.515847268,Ð‘Ñ€Ð°Ñ‚ 2,Sergei Bodrov Jr.|Viktor Sukhorukov|Aleksandr Dyachenko|Kirill Pirogov|Gary Houston,Aleksey Balabanov,unknown,122,Drama|Thriller,unknown,18,7.4,2000
0.059043,3752316.162340903,4641089.515847268,State and Main,Alec Baldwin|Philip Seymour Hoffman|William H. Macy|Sarah Jessica Parker|Julia Stiles,David Mamet,film making|small town|movie in movie|statutory rape|new england,102,Comedy|Drama,Filmtown Entertainment Group|El Dorado Pictures|Green/Renzi,19,5.7,2000
0.045359,3752316.162340903,4641089.515847268,Phantom of the Megaplex,Taylor Handley|Corinne Bohrer|Caitlin Wachs|Jacob Smith|John Novak,Blair Treu,unknown,89,Family,unknown,12,5.5,2000
0.035184,3752316.162340903,4641089.515847268,"Ali G, Aiii",Sacha Baron Cohen|John Henry|Jenna Jameson|Gail Porter,James Bobin|Steve Smith,unknown,103,Comedy,unknown,14,5.8,2000
0.02951,3752316.162340903,4641089.515847268,Rejected,Robert May|Don Hertzfeldt|Jennifer Nyholm,Don Hertzfeldt,unknown,9,Animation,Bitter Films,12,7.0,2000
0.015997,15000000.0,5217498.0,The In Crowd,Susan Ward|Lori Heuring|Matthew Settle|Nathan Bexton|Tess Harper,Mary Lambert,woman director,105,Thriller,Warner Bros. Pictures,12,5.2,2000
0.006865,3752316.162340903,4641089.515847268,Phir Bhi Dil Hai Hindustani,Juhi Chawla|Shah Rukh Khan|Johnny Lever|Shakti Kapoor,Aziz Mirza,terrorist|media|india,168,Romance|Comedy|Drama,unknown,12,7.2,2000
0.005784,3752316.162340903,4641089.515847268,The Tao of Steve,Donal Logue|Ayelet Kaznelson|John Hines|John Harrington Bland|Jessica Gormley,Jenniphr Goodman,independent film,87,Comedy|Romance,Good Machine|Thunderhead Productions,13,5.5,2000
0.080819,3752316.162340903,4641089.515847268,George Washington,Candace Evanofski|Donald Holden|Damian Jewan Lee|Curtis Cotton III|Rachael Handy,David Gordon Green,independent film,89,Drama,unknown,14,4.9,2000
0.00401,3752316.162340903,4641089.515847268,Is It Fall Yet?,Tracy Grandstaff|Wendy Hoopes,Karen Disher|Guy Moore,unknown,75,Animation|Comedy,unknown,14,7.3,2000
1.381187,3752316.162340903,4641089.515847268,Cat People,Nastassja Kinski|Malcolm McDowell|John Heard|Ruby Dee|Ed Begley Jr.,Paul Schrader,shotgun|attack|lingerie|incest|tied to a bed,118,Drama|Fantasy|Horror|Thriller,Universal Pictures|RKO Pictures,34,6.0,1982
0.925383,4500000.0,27092880.0,Fast Times at Ridgemont High,Sean Penn|Jennifer Jason Leigh|Judge Reinhold|Phoebe Cates|Brian Backer,Amy Heckerling,sex|based on novel|nudity|friendship|high school,90,Comedy,Universal Pictures|Refugee Films,157,6.9,1982
0.897597,3752316.162340903,6110000.0,Evil Under the Sun,Peter Ustinov|Jane Birkin|Nicholas Clay|Maggie Smith|Diana Rigg,Guy Hamilton,detective|greece|agatha christie,117,Thriller|Crime|Mystery|Drama,EMI Films Ltd.|G.W. Films|Titan Productions,29,6.4,1982
0.884844,15000000.0,40577001.0,The Dark Crystal,Jim Henson|Kathryn Mullen|Frank Oz|Dave Goelz|Steve Whitmire,Jim Henson|Frank Oz,liberation|castle|mythical creature|mission|fantasy world,93,Fantasy,Jim Henson Productions|Incorporated Television Company (ITC)|Henson Associates (HA),123,7.3,1982
0.851635,3752316.162340903,4641089.515847268,Pink Floyd: The Wall,Christine Hargreaves|James Laurenson|Eleanor David|Bob Geldof|Alex McAvoy,Alan Parker,berlin wall|paranoia|wall|music|adult animation,95,Music,Goldcrest Films International|Metro-Goldwyn-Mayer (MGM)|Tin Blue,206,7.4,1982
0.628746,3752316.162340903,27150534.0,Airplane II: The Sequel,Robert Hays|Julie Hagerty|Lloyd Bridges|Chad Everett|Peter Graves,Ken Finkleman,moon|space marine|coffee|space travel|spoof,85,Comedy,Paramount Pictures,120,5.7,1982
0.616869,20000000.0,4641089.515847268,The King of Comedy,Robert De Niro|Jerry Lewis|Diahnne Abbott|Sandra Bernhard|Shelley Hack,Martin Scorsese,prison|show business|entertainer|fbi|blackmail,109,Comedy|Drama,Twentieth Century Fox Film Corporation|Embassy International Pictures,106,7.2,1982
0.608984,3752316.162340903,21017056.0,Night Shift,Henry Winkler|Michael Keaton|Shelley Long|Gina Hecht|Pat Corley,Ron Howard,pimp|morgue|prostitution|morgue attendant,106,Comedy,Warner Bros.|The Ladd Company,15,6.4,1982
0.582499,3752316.162340903,9056073.0,Trail of the Pink Panther,Peter Sellers|David Niven|Herbert Lom|Richard Mulligan|Joanna Lumley,Blake Edwards,robbery|detective|diamant|airplane|inspector,96,Comedy|Crime,United Artists|Titan Productions|Blake Edwards|Amjo Productions|Lakeline Productions Ltd.,26,5.7,1982
0.576708,3752316.162340903,18196170.0,Dead Men Don't Wear Plaid,Steve Martin|Rachel Ward|Alan Ladd|Carl Reiner|Barbara Stanwyck,Carl Reiner,parody|movie reference|cult film|private detective|neo-noir,85,Comedy|Mystery,Universal Pictures|Aspen Film Society,41,6.1,1982
0.562977,3000000.0,4641089.515847268,Swamp Thing,Louis Jourdan|Adrienne Barbeau|Ray Wise|David Hess|Nicholas Worth,Wes Craven,dc comics|based on comic book|cult director|swamp thing,91,Horror|Science Fiction,DC Comics,37,5.2,1982
0.555585,7000000.0,14665733.0,The Secret of NIMH,Derek Jacobi|Elizabeth Hartman|Arthur Malet|Dom DeLuise|Hermione Baddeley,Don Bluth,secret|mouse|owl|widow|crow,82,Fantasy|Animation|Drama|Family,Metro-Goldwyn-Mayer (MGM),80,7.3,1982
0.531686,3752316.162340903,4641089.515847268,The Snowman,David Bowie|Raymond Briggs,Dianne Jackson|Jimmy T. Murakami,holiday|woman director|christmas,26,Action|Adventure|Animation|Family|Fantasy,Snowman Enterprise,37,7.1,1982
0.519602,3752316.162340903,6455530.0,The Last Unicorn,Alan Arkin|Jeff Bridges|Mia Farrow|Tammy Grimes|Angela Lansbury,"Jules Bass|Arthur Rankin, Jr.",love of one's life|magician performance|prince|sorcerer's apprentice|magic wand,92,Fantasy|Animation|Family,Topcraft|Rankin/Bass Productions|Incorporated Television Company,68,6.7,1982
0.492302,3752316.162340903,4641089.515847268,Tenebre,Anthony Franciosa|John Saxon|Daria Nicolodi|Giuliano Gemma|Christian Borromeo,Dario Argento,rome|giallo,110,Horror|Thriller|Mystery,Sigma Cinematografica Roma,50,6.0,1982
0.483395,12000000.0,30036000.0,Sophie's Choice,Meryl Streep|Kevin Kline|Peter MacNicol|Rita Karin|Stephen D. Newman,Alan J. Pakula,new york|concentration camp|holocaust|writer,151,Drama|Romance,Keith Barish Productions|Incorporated Television Company,74,7.1,1982
0.481796,3752316.162340903,4641089.515847268,A Midsummer Night's Sex Comedy,Woody Allen|Mia Farrow|Julie Hagerty|Tony Roberts|Mary Steenburgen,Woody Allen,country house|professor|wife|lovers|makler,88,Comedy|Romance,Orion Pictures,41,5.9,1982
0.475775,13200000.0,15171476.0,Grease 2,Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Pamela Adlon,Patricia Birch,musical|talent show|motorcycle|woman director,115,Comedy|Drama|Family|Music|Romance,Paramount Pictures,92,5.3,1982
0.441852,8000000.0,21028755.0,Creepshow,Leslie Nielsen|Ed Harris|Hal Holbrook|Ted Danson|Stephen King,George A. Romero,monster|halloween|meteor|buried alive|cockroach,120,Horror|Comedy|Fantasy,Warner Bros.|Creepshow Films Inc.|Laurel Entertainment Inc.,90,6.7,1982
0.420407,3752316.162340903,1723872.0,Koyaanisqatsi,Lou Dobbs|Ted Koppel,Godfrey Reggio,technology|civilization|human being vs nature|living together|village and town,87,Documentary|Music,IRE Productions|Santa Fe Institute for Regional Education,64,7.1,1982
0.394171,3752316.162340903,14000000.0,Missing,Jack Lemmon|Sissy Spacek|John Shea|Melanie Mayron|Charles Cioffi,Costa-Gavras,unknown,122,Drama|History|Mystery|Thriller,Universal Pictures,19,7.1,1982
0.391453,60000.0,4641089.515847268,Vincent,Vincent Price,Tim Burton,boy|mama's boy|stop motion animation|one word title|spoof,6,Animation|Drama|Fantasy,Walt Disney Productions,107,7.9,1982
0.389549,3752316.162340903,4641089.515847268,The World According to Garp,Robin Williams|Mary Beth Hurt|Glenn Close|John Lithgow|Hume Cronyn,George Roy Hill,sex|based on novel|nudity|pregnancy and birth|paternity,136,Drama|Comedy,Warner Bros.|Pan Arts,27,5.9,1982
0.348084,3752316.162340903,4641089.515847268,The Sword and the Sorcerer,Lee Horsley|Richard Lynch|Kathleen Beller|Simon MacCorkindale|George Maharis,Albert Pyun,sword fight|barbarian,100,Action|Fantasy,Sorcerer Productions,10,6.2,1982
0.37483,3752316.162340903,13277558.0,The Entity,Barbara Hershey|Ron Silver|David Labiosa|George Coe|Margaret Blye,Sidney J. Furie,suspense|psychological thriller,125,Horror|Mystery|Thriller,American Cinema Productions,46,6.1,1982
0.360746,3752316.162340903,4641089.515847268,Honkytonk Man,Clint Eastwood|Kyle Eastwood|John McIntire|Alexa Kenin|Verna Bloom,Clint Eastwood,tuberculosis|whorehouse|stealing a chicken,122,Western|Comedy|Drama|Music,Malpaso Productions,13,5.2,1982
0.358107,6000000.0,10278575.0,The Year of Living Dangerously,Mel Gibson|Sigourney Weaver|Linda Hunt|Michael Murphy|Bill Kerr,Peter Weir,civil war|embassy|indonesia|falling in love,115,War|Drama|Romance,Metro-Goldwyn-Mayer (MGM)|McElroy & McElroy,31,6.7,1982
0.352538,3752316.162340903,4641089.515847268,The Toy,Richard Pryor|Jackie Gleason|Ned Beatty|Scott Schwartz|Teresa Ganzel,Richard Donner,department store|rich kid|trophy wife|job termination|richard pryor,102,Comedy|Family,Columbia Pictures|Delphi Films|Rastar Films,31,5.6,1982
0.336314,4000000.0,36690067.0,Friday the 13th Part III,Dana Kimmell|Paul Kratka|Tracie Savage|Jeffrey Rogers|Catherine Parks,Steve Miner,lake|summer camp|murder|serial killer|slasher,95,Horror|Thriller,Paramount Pictures,107,5.7,1982
0.323363,4300000.0,4641089.515847268,Class of 1984,Perry King|Merrie Lynn Ross|Tim Van Patten|Michael J. Fox|Roddy McDowall,Mark L. Lester,usa|female nudity|detective|music teacher|nudity,98,Horror|Action|Crime|Drama|Thriller,Guerilla High Productions,31,6.4,1982
0.310497,2500000.0,14400000.0,Halloween III: Season of the Witch,Tom Atkins|Stacey Nelkin|Dan O'Herlihy|Michael Currie|Ralph Strait,Tommy Lee Wallace,commercial|mask|halloween|doctor|death,96,Horror|Mystery|Science Fiction,Universal Pictures,90,4.7,1982
0.304359,16000000.0,53977250.0,The Verdict,Paul Newman|Charlotte Rampling|Jack Warden|James Mason|Milo O'Shea,Sidney Lumet,boston|court|malpractice|alcoholic|courtroom,129,Drama,20th Century Fox,47,7.0,1982
0.302868,3752316.162340903,4641089.515847268,The Last American Virgin,Lawrence Monoson|Joe Rubbo|Diane Franklin|Louisa Moritz|Brian Peck,Boaz Davidson,male nudity|female nudity|prostitute|sex|sadness,92,Comedy,Golan-Globus Productions,20,6.6,1982
0.250551,3752316.162340903,28215453.0,Victor/Victoria,Julie Andrews|James Garner|Robert Preston|Lesley Ann Warren|Alex Karras,Blake Edwards,cabaret|musical|cross dresser,132,Comedy|Music|Romance,Metro-Goldwyn-Mayer (MGM)|Artista Management|Peerford Ltd.,39,6.5,1982
0.228492,22000000.0,4641089.515847268,The Border,Jack Nicholson|Harvey Keitel|Valerie Perrine|Warren Oates|Elpidia Carrillo,Tony Richardson,female nudity|corruption|mexico|child murderer|texas,108,Drama|Crime,Universal Pictures|RKO Pictures|Efer Productions,12,5.3,1982
0.384767,4500000.0,4641089.515847268,Silent Rage,Chuck Norris|Ron Silver|Steven Keats|Toni Kalem|William Finley,Michael Miller,male nudity|female nudity|martial arts|kung fu|showdown,103,Action|Horror|Science Fiction|Thriller,Columbia Pictures Corporation|Topkick Productions,10,4.6,1982
0.211821,3752316.162340903,12534817.0,Amityville II: The Possession,James Olson|Burt Young|Rutanya Alda|Jack Magner|Andrew Prine,Damiano Damiani,child abuse|sex|brother sister relationship|exorcism|poltergeist,104,Horror,Dino De Laurentiis Company|Media Transactions,25,5.7,1982
0.252334,3752316.162340903,4641089.515847268,The Best Little Whorehouse in Texas,Burt Reynolds|Charles Durning|Dolly Parton|Dom DeLuise|Theresa Merritt,Colin Higgins,brothel|corset|crusader|musical|governor,114,Comedy,Universal Pictures,21,6.3,1982
0.245153,3752316.162340903,4641089.515847268,Zapped!,Scott Baio|Willie Aames|Robert Mandan|Felice Schachter|Scatman Crothers,Robert J. Rosenthal,female nudity|sex|telekinesis|nerd|high school,98,Comedy,City Films|Rose Films|Thunder Associates,17,5.6,1982
0.24222,3752316.162340903,4641089.515847268,Deathtrap,Michael Caine|Christopher Reeve|Dyan Cannon|Irene Worth|Henry Jones,Sidney Lumet,murder|suspense|playwright,116,Comedy|Crime|Drama|Mystery|Romance,Warner Bros.,18,6.1,1982
0.223947,3752316.162340903,4641089.515847268,Fitzcarraldo,Klaus Kinski|JosÃ© Lewgoy|Miguel Ãngel Fuentes|Paul Hittscher|Claudia Cardinale,Werner Herzog,plantation|peru|amazon|opera house|rubber plantation,158,Action|Adventure|Drama,Werner Herzog Filmproduktion|Pro-ject Filmproduktion|Zweites Deutsches Fernsehen (ZDF)|Wildlife Films Peru|Filmverlag der Autoren,64,7.2,1982
0.464188,2.0,16.0,Death Wish 2,Charles Bronson|Jill Ireland|Vincent Gardenia|J. D. Cannon|Robin Sherwood,Michael Winner,rape|detective|drug traffic|vigilante|revenge,88,Action|Crime|Thriller,Cannon Films,27,5.6,1982
0.197996,3752316.162340903,14056528.0,The Beastmaster,Marc Singer|Tanya Roberts|Rip Torn|John Amos|Joshua Milrad,Don Coscarelli,sword fight|animal,118,Action|Fantasy,Antares Produzione Cinematografica|Metro-Goldwyn-Mayer (MGM),40,6.2,1982
0.176427,3752316.162340903,4641089.515847268,Monty Python Live at the Hollywood Bowl,Terry Gilliam|John Cleese|Graham Chapman|Eric Idle|Terry Jones,Terry Hughes|Ian MacNaughton,musical|music|concert|british|sketch,77,Comedy,Columbia Pictures Corporation|HandMade Films,14,6.2,1982
0.174119,3752316.162340903,4641089.515847268,Shao Lin Si,Jet Li|Yue Hoi|Yu Cheng-Hui|Ding Laam|Woo Gin-Keung,Cheung Yam-Yim,kung fu|loss of father|monastery,95,Action,unknown,13,7.2,1982
0.14752,3752316.162340903,4641089.515847268,The Flight of Dragons,James Earl Jones|Harry Morgan|John Ritter|James Gregory|Bob McFadden,"Jules Bass|Arthur Rankin, Jr.",dragon,96,Animation|Fantasy|Family,Rankin/Bass Productions,11,7.0,1982
0.145471,3752316.162340903,1198346.0,Mil gritos tiene la noche,Christopher George|Lynda Day George|Frank BraÃ±a|Edmund Purdom|Ian Sera,Juan Piquer SimÃ³n,male nudity|female nudity|detective|shower|nudity,85,Horror|Mystery,Almena Films|Film Ventures International (FVI)|Filmirage|Montoro Productions Ltd.|Fort Films,24,5.5,1982
0.138161999999999,3500000.0,20659423.0,The Man from Snowy River,Tom Burlinson|Terence Donovan|Kirk Douglas|Tommy Dysart|Bruce Kerr,George T. Miller,river|horse|ranch|australia|brumby,104,Drama|Action|Western|Romance,Cambridge Productions,19,6.2,1982
0.115079,8000000.0,4641089.515847268,White Dog,Kristy McNichol|Paul Winfield|Burl Ives|Jameson Parker|Christa Lang,Samuel Fuller,alcohol|based on novel|burglar|trainer|police,90,Horror|Drama|Thriller,Paramount Pictures,19,5.7,1982
0.11127,3752316.162340903,4641089.515847268,Q,Michael Moriarty|Candy Clark|Richard Roundtree|David Carradine|James Dixon,Larry Cohen,monster|legend,93,Drama|Horror|Fantasy,Arkoff International|Larco Productions,14,4.7,1982
0.044913,3752316.162340903,4641089.515847268,The Plague Dogs,John Hurt|Christopher Benjamin|James Bolam|Nigel Hawthorne|Warren Mitchell,Martin Rosen,tragic|dog|adult animation,103,Adventure|Animation|Drama,United Artists|Nepenthe Productions,14,7.5,1982
0.100664,3752316.162340903,4641089.515847268,The Draughtsman's Contract,Anthony Higgins|Janet Suzman|Anne-Louise Lambert|Hugh Fraser|Nicholas Amer,Peter Greenaway,adultery|drawing and painting|witshire|southhampton,103,Comedy|Mystery|Romance,British Film Institute (BFI),18,6.0,1982
0.09903,3752316.162340903,4641089.515847268,Ren zhe wu di,Ricky Cheng Tien-Chi|Lo Meng|Chen Pei-Hsi|Lung Tien-Hsiang|Chu Ke,Chang Cheh,ambush|kung fu|ninjas|bloodbath|weapons history,107,Action|Foreign,Shaw Brothers,10,7.1,1982
0.096512,32000000.0,4641089.515847268,Turkey Shoot,Steve Railsback|Olivia Hussey|Michael Craig|Carmen Duncan|Noel Ferrier,Brian Trenchard-Smith,male nudity|female nudity|rape|sex|nudity,93,Horror|Science Fiction,Hemdale Film|FGH|Filmco Limited,11,5.3,1982
0.064322,3752316.162340903,4641089.515847268,Liquid Sky,Anne Carlisle|Paula E. Sheppard|Susan Doukas|Otto von Wernherr|Bob Brady,Slava Tsukerman,rape|sex|cocaine|heroin|bisexuality,112,Science Fiction|Comedy,Z Films Inc.,12,5.0,1982
0.078482,35000.0,4641089.515847268,Basket Case,Kevin Van Hentenryck|Terri Susan Smith|Beverly Bonner|Robert Vogel|Diana Browne,Frank Henenlotter,siamese twins|basket|mood ring eyes,91,Comedy|Horror,Basket Case Productions,22,5.8,1982
